"season_1","season_2","team_id","team_name","player_id","player_name","game_date","game_id","home_team","away_team","event_type","shot_made","action_type","shot_type","basic_zone","zone_name","zone_abb","zone_range","loc_x","loc_y","shot_distance","quarter","mins_left","secs_left"
2025,"2024-25","1610612737","Atlanta Hawks","203991","Clint Capela","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Reverse Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0.4","6.45","1",2,8,10
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Running Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center","RC","24+ ft.","-8.9","29.45","25",2,7,44
2025,"2024-25","1610612737","Atlanta Hawks","1626204","Larry Nance Jr.","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side","R","24+ ft.","-22.3","3.55","22",2,7,7
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","4.2","12.05","7",2,6,58
2025,"2024-25","1610612737","Atlanta Hawks","1642258","Zaccharie Risacher","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-0.6","6.55","1",2,6,17
2025,"2024-25","1610612737","Atlanta Hawks","203991","Clint Capela","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Putback Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.25","0",2,6,12
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0.2","6.45","1",2,5,58
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","8-16 ft.","-0.9","15.35","10",2,5,34
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Running Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","0","10.05","4",2,5,21
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.85","0",2,4,49
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Running Dunk Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0.4","4.95","0",2,4,35
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Running Finger Roll Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","0.2","13.05","7",2,4,3
2025,"2024-25","1610612737","Atlanta Hawks","1630168","Onyeka Okongwu","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Alley Oop Layup shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","1.5","5.95","1",2,3,57
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Pullup Jump shot","3PT Field Goal","Above the Break 3","Center","C","24+ ft.","0.6","38.45","33",2,3,30
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Running Pull-Up Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center","RC","24+ ft.","-14.8","26.35","25",2,3,1
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Jump Shot","3PT Field Goal","Above the Break 3","Center","C","24+ ft.","-1.5","30.65","25",2,2,35
2025,"2024-25","1610612737","Atlanta Hawks","1630552","Jalen Johnson","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Cutting Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0.1","6.35","1",2,2,16
2025,"2024-25","1610612737","Atlanta Hawks","1630552","Jalen Johnson","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Turnaround Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","8-16 ft.","-0.2","13.85","8",2,1,42
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side","R","24+ ft.","-22.3","6.85","22",2,1,14
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","8-16 ft.","-3.7","16.15","11",2,1,1
2025,"2024-25","1610612737","Atlanta Hawks","1630168","Onyeka Okongwu","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Putback Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.25","0",2,0,59
2025,"2024-25","1610612737","Atlanta Hawks","1630168","Onyeka Okongwu","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Driving Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","0.1","11.65","6",2,0,7
2025,"2024-25","1610612737","Atlanta Hawks","1630552","Jalen Johnson","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side","L","8-16 ft.","11.6","6.95","11",3,11,21
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Pullup Jump shot","3PT Field Goal","Above the Break 3","Center","C","24+ ft.","2.2","30.95","25",3,10,48
2025,"2024-25","1610612737","Atlanta Hawks","203991","Clint Capela","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Running Alley Oop Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-2.1","5.55","2",3,10,30
2025,"2024-25","1610612737","Atlanta Hawks","1642258","Zaccharie Risacher","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0.2","6.55","1",3,10,0
2025,"2024-25","1610612737","Atlanta Hawks","203991","Clint Capela","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Putback Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0.2","6.55","1",3,9,59
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Jump Shot","3PT Field Goal","Above the Break 3","Center","C","24+ ft.","-7.6","29.55","25",3,9,29
2025,"2024-25","1610612737","Atlanta Hawks","1642258","Zaccharie Risacher","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side","R","24+ ft.","-23.7","6.25","23",3,8,53
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Jump Shot","3PT Field Goal","Above the Break 3","Center","C","24+ ft.","6.5","29.75","25",3,8,35
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","-0.6","13.15","7",3,8,5
2025,"2024-25","1610612737","Atlanta Hawks","203991","Clint Capela","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Hook Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-1.1","5.75","1",3,8,1
2025,"2024-25","1610612737","Atlanta Hawks","1642258","Zaccharie Risacher","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","-1.2","11.85","6",3,7,38
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Running Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center","LC","24+ ft.","9.6","28.25","24",3,7,14
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","-4.3","9.85","6",3,6,39
2025,"2024-25","1610612737","Atlanta Hawks","1642258","Zaccharie Risacher","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Running Pull-Up Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center","LC","24+ ft.","19.2","20.35","24",3,6,17
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Running Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-2.2","6.05","2",3,6,3
2025,"2024-25","1610612737","Atlanta Hawks","1630168","Onyeka Okongwu","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","-4","9.05","5",3,5,34
2025,"2024-25","1610612737","Atlanta Hawks","1630168","Onyeka Okongwu","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Left Side","L","8-16 ft.","7.5","15.25","12",3,4,26
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Running Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","-3.1","8.75","4",3,4,2
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Driving Floating Jump Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-2.9","6.95","3",3,3,38
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center","LC","24+ ft.","10","29.55","26",3,3,31
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Running Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-2.3","6.55","2",3,3,19
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center","RC","24+ ft.","-15.6","24.65","24",3,2,35
2025,"2024-25","1610612737","Atlanta Hawks","1630811","Keaton Wallace","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","8-16 ft.","-1.7","17.25","12",3,2,5
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Running Jump Shot","3PT Field Goal","Right Corner 3","Right Side","R","24+ ft.","-23.4","5.85","23",3,1,39
2025,"2024-25","1610612737","Atlanta Hawks","1630168","Onyeka Okongwu","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Jump Shot","3PT Field Goal","Above the Break 3","Center","C","24+ ft.","5.1","29.75","25",3,0,43
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Turnaround Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","8-16 ft.","2.2","16.75","11",3,0,8
2025,"2024-25","1610612737","Atlanta Hawks","1630552","Jalen Johnson","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center","RC","24+ ft.","-22.8","18.65","26",4,11,40
2025,"2024-25","1610612737","Atlanta Hawks","1629726","Garrison Mathews","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Jump Shot","3PT Field Goal","Left Corner 3","Left Side","L","24+ ft.","22.3","5.25","22",4,11,17
2025,"2024-25","1610612737","Atlanta Hawks","1630552","Jalen Johnson","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Driving Floating Bank Jump Shot","2PT Field Goal","Mid-Range","Left Side","L","8-16 ft.","9.1","6.65","9",4,10,44
2025,"2024-25","1610612737","Atlanta Hawks","1629726","Garrison Mathews","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Running Pull-Up Jump Shot","2PT Field Goal","Mid-Range","Right Side","R","8-16 ft.","-14.7","7.95","14",4,10,20
2025,"2024-25","1610612737","Atlanta Hawks","1630552","Jalen Johnson","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side","R","24+ ft.","-23","5.55","23",4,9,45
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Running Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-1.6","6.25","1",4,9,32
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0.4","5.65","0",4,8,23
2025,"2024-25","1610612737","Atlanta Hawks","1630552","Jalen Johnson","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-2","6.05","2",4,7,52
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center","RC","24+ ft.","-23.4","14.85","25",4,7,22
2025,"2024-25","1610612737","Atlanta Hawks","1642258","Zaccharie Risacher","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Driving Floating Jump Shot","2PT Field Goal","Mid-Range","Left Side","L","8-16 ft.","8.5","6.65","8",4,6,55
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center","RC","24+ ft.","-23","16.75","25",4,6,19
2025,"2024-25","1610612737","Atlanta Hawks","1630552","Jalen Johnson","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Tip Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.25","0",4,6,13
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Pullup Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","8-16 ft.","-1.5","16.75","11",4,5,44
2025,"2024-25","1610612737","Atlanta Hawks","1630552","Jalen Johnson","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Tip Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.25","0",4,5,39
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side","R","24+ ft.","-23.3","11.65","24",4,5,4
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center","RC","24+ ft.","-16.7","24.55","25",4,4,17
2025,"2024-25","1610612737","Atlanta Hawks","1630552","Jalen Johnson","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Turnaround Jump Shot","2PT Field Goal","Mid-Range","Left Side","L","8-16 ft.","9.4","6.95","9",4,3,27
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Running Pull-Up Jump Shot","3PT Field Goal","Above the Break 3","Center","C","24+ ft.","-1.8","30.55","25",4,3,6
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Driving Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","-3.6","7.35","4",4,2,25
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-15-2024","22400012","ATL","WAS","Made Shot",True,"Cutting Dunk Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-0.4","5.55","0",4,1,59
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-15-2024","22400012","ATL","WAS","Missed Shot",False,"Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-2.3","5.05","2",4,1,25
2025,"2024-25","1610612737","Atlanta Hawks","203991","Clint Capela","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Hook Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-2.2","8.05","3",1,11,8
2025,"2024-25","1610612737","Atlanta Hawks","203991","Clint Capela","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Alley Oop Dunk Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-0.5","5.35","0",1,10,29
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0.2","5.85","0",1,10,14
2025,"2024-25","1610612737","Atlanta Hawks","1642258","Zaccharie Risacher","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Cutting Dunk Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-0.4","6.25","1",1,9,39
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","0.6","9.45","4",1,9,18
2025,"2024-25","1610612737","Atlanta Hawks","203991","Clint Capela","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Cutting Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0.7","5.95","0",1,8,54
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Driving Floating Jump Shot","2PT Field Goal","Mid-Range","Center","C","16-24 ft.","1.7","23.15","17",1,8,17
2025,"2024-25","1610612737","Atlanta Hawks","1630552","Jalen Johnson","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","8-16 ft.","4.8","15.25","11",1,7,53
2025,"2024-25","1610612737","Atlanta Hawks","203991","Clint Capela","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Putback Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.25","0",1,7,46
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-0.2","6.75","1",1,6,58
2025,"2024-25","1610612737","Atlanta Hawks","203992","Bogdan Bogdanović","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center","LC","24+ ft.","17","23.65","25",1,6,28
2025,"2024-25","1610612737","Atlanta Hawks","203991","Clint Capela","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Alley Oop Layup shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-0.5","5.65","0",1,6,1
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","0.9","9.45","4",1,5,25
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Running Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center","RC","24+ ft.","-10.9","28.75","25",1,4,47
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","8-16 ft.","-4.5","15.85","11",1,4,19
2025,"2024-25","1610612737","Atlanta Hawks","1630168","Onyeka Okongwu","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side","R","24+ ft.","-22.5","3.55","22",1,3,57
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Tip Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0.4","6.85","1",1,3,56
2025,"2024-25","1610612737","Atlanta Hawks","1630552","Jalen Johnson","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0.4","6.25","1",1,3,27
2025,"2024-25","1610612737","Atlanta Hawks","1630552","Jalen Johnson","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","0.4","11.15","5",1,3,22
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Turnaround Hook Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","0.4","11.55","6",1,2,47
2025,"2024-25","1610612737","Atlanta Hawks","1630168","Onyeka Okongwu","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Hook Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","-3.6","7.05","4",1,2,21
2025,"2024-25","1610612737","Atlanta Hawks","203992","Bogdan Bogdanović","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Running Jump Shot","3PT Field Goal","Left Corner 3","Left Side","L","24+ ft.","23.4","3.65","23",1,2,10
2025,"2024-25","1610612737","Atlanta Hawks","1630168","Onyeka Okongwu","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Cutting Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-0.2","6.25","1",1,1,58
2025,"2024-25","1610612737","Atlanta Hawks","1641723","Kobe Bufkin","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side","R","24+ ft.","-23.4","2.35","23",1,0,47
2025,"2024-25","1610612737","Atlanta Hawks","1630168","Onyeka Okongwu","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Jump Shot","3PT Field Goal","Left Corner 3","Left Side","L","24+ ft.","23.3","5.95","23",1,0,24
2025,"2024-25","1610612737","Atlanta Hawks","1642258","Zaccharie Risacher","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center","LC","24+ ft.","14.8","27.85","27",2,11,25
2025,"2024-25","1610612737","Atlanta Hawks","1630552","Jalen Johnson","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center","LC","24+ ft.","16.1","25.75","26",2,11,16
2025,"2024-25","1610612737","Atlanta Hawks","1641723","Kobe Bufkin","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Cutting Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0.4","5.15","0",2,10,33
2025,"2024-25","1610612737","Atlanta Hawks","1630168","Onyeka Okongwu","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Hook Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","1.3","6.45","1",2,9,53
2025,"2024-25","1610612737","Atlanta Hawks","203992","Bogdan Bogdanović","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center","LC","24+ ft.","22.5","18.35","26",2,8,8
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Running Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-2.8","6.75","3",2,7,56
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center","LC","24+ ft.","18.5","24.55","26",2,7,35
2025,"2024-25","1610612737","Atlanta Hawks","203992","Bogdan Bogdanović","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Cutting Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-3.3","6.25","3",2,7,26
2025,"2024-25","1610612737","Atlanta Hawks","1642258","Zaccharie Risacher","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center","RC","24+ ft.","-22.5","17.95","25",2,7,5
2025,"2024-25","1610612737","Atlanta Hawks","1642258","Zaccharie Risacher","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Running Alley Oop Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-0.1","5.45","0",2,6,43
2025,"2024-25","1610612737","Atlanta Hawks","1630700","Dyson Daniels","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Driving Floating Bank Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","-4.3","6.95","4",2,6,31
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-1","5.15","1",2,5,32
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-22-2024","22400030","CHI","ATL","Made Shot",True,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0.7","5.95","0",2,5,4
2025,"2024-25","1610612737","Atlanta Hawks","1629631","De'Andre Hunter","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center","LC","24+ ft.","19.6","22.45","26",2,4,45
2025,"2024-25","1610612737","Atlanta Hawks","1629027","Trae Young","11-22-2024","22400030","CHI","ATL","Missed Shot",False,"Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","-5.4","4.85","5",2,4,22
2025,"2024-25","1610612737","Atlanta Hawks","1642258","Zaccharie Risacher","10-28-2024","22400103","ATL","WAS","Made Shot",True,"Jump Shot","3PT Field Goal","Left Corner 3","Left Side","L","24+ ft.","23.4","3.55","23",2,2,14
