"season_1","season_2","team_id","team_name","player_id","player_name","game_id","game_date","home_team","away_team","quarter","mins_left","secs_left","secs_left_q","event_type","shot_made","action_type","shot_type","basic_zone","zone_name","zone_abb","zone_range","loc_x","loc_y","shot_distance","is_three","shot_value","is_clutch"
2008,"2007-08","1610612763","Memphis Grizzlies","757","Damon Stoudamire","20700310","2007-12-11","MEM","DET",1,5,7,72,"Missed Shot",False,"Running Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.25","0",0,2,0
2008,"2007-08","1610612746","Los Angeles Clippers","1501","Tim Thomas","20700309","2007-12-11","NJN","LAC",1,4,18,82,"Missed Shot",False,"Jump Shot","3PT Field Goal","Above the Break 3","Center","C","24+ ft.","-1.1","30.75","25",1,3,0
2008,"2007-08","1610612741","Chicago Bulls","2736","Luol Deng","20700311","2007-12-11","CHI","SEA",1,4,14,78,"Missed Shot",False,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","8-16 ft.","-2.4","13.15","8",0,2,0
2008,"2007-08","1610612764","Washington Wizards","2052","DeShawn Stevenson","20700306","2007-12-11","WAS","MIN",1,5,15,80,"Made Shot",True,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side","R","24+ ft.","-23.2","5.95","23",1,3,0
2008,"2007-08","1610612760","Seattle SuperSonics","201142","Kevin Durant","20700311","2007-12-11","CHI","SEA",1,4,29,93,"Made Shot",True,"Jump Shot","2PT Field Goal","Mid-Range","Center","C","16-24 ft.","-1.1","27.95","22",0,2,0
2008,"2007-08","1610612765","Detroit Pistons","101131","Jason Maxiell","20700310","2007-12-11","MEM","DET",1,5,15,80,"Made Shot",True,"Jump Shot","2PT Field Goal","Mid-Range","Right Side","R","8-16 ft.","-13.3","5.25","13",0,2,0
2008,"2007-08","1610612739","Cleveland Cavaliers","2544","LeBron James","20700308","2007-12-11","CLE","IND",1,5,33,98,"Missed Shot",False,"Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side","R","8-16 ft.","-7.2","10.05","8",0,2,0
2008,"2007-08","1610612737","Atlanta Hawks","2746","Josh Smith","20700307","2007-12-11","ATL","TOR",1,6,1,67,"Missed Shot",False,"Jump Shot","2PT Field Goal","Mid-Range","Center","C","16-24 ft.","0.2","22.15","16",0,2,0
2008,"2007-08","1610612762","Utah Jazz","2246","Mehmet Okur","20700312","2007-12-11","UTA","POR",1,4,55,119,"Missed Shot",False,"Jump Shot","2PT Field Goal","Mid-Range","Right Side","R","16-24 ft.","-19.5","7.75","19",0,2,0
2008,"2007-08","1610612759","San Antonio Spurs","2588","Matt Bonner","20700313","2007-12-11","GSW","SAS",1,5,38,103,"Made Shot",True,"Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","Less Than 8 ft.","-5.4","5.75","5",0,2,0
2008,"2007-08","1610612750","Minnesota Timberwolves","2742","Sebastian Telfair","20700306","2007-12-11","WAS","MIN",1,5,33,98,"Made Shot",True,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side","R","8-16 ft.","-7.4","17.95","14",0,2,0
2008,"2007-08","1610612751","New Jersey Nets","2124","Malik Allen","20700309","2007-12-11","NJN","LAC",1,4,34,98,"Missed Shot",False,"Jump Shot","2PT Field Goal","Mid-Range","Center","C","16-24 ft.","-4.1","24.35","19",0,2,0
2008,"2007-08","1610612761","Toronto Raptors","200081","Jamario Moon","20700307","2007-12-11","ATL","TOR",1,6,12,78,"Missed Shot",False,"Jump Shot","2PT Field Goal","Mid-Range","Left Side","L","8-16 ft.","11.7","9.85","12",0,2,0
2008,"2007-08","1610612757","Portland Trail Blazers","101110","Martell Webster","20700312","2007-12-11","UTA","POR",1,5,12,77,"Made Shot",True,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center","LC","24+ ft.","12.5","26.15","24",1,3,0
2008,"2007-08","1610612760","Seattle SuperSonics","2404","Chris Wilcox","20700311","2007-12-11","CHI","SEA",1,5,2,67,"Made Shot",True,"Turnaround Jump Shot","2PT Field Goal","Mid-Range","Left Side","L","8-16 ft.","8.2","11.55","10",0,2,0
2008,"2007-08","1610612763","Memphis Grizzlies","2545","Darko Milicic","20700310","2007-12-11","MEM","DET",1,5,35,100,"Missed Shot",False,"Jump Shot","2PT Field Goal","Mid-Range","Left Side","L","8-16 ft.","9.4","7.85","9",0,2,0
2008,"2007-08","1610612754","Indiana Pacers","2224","Jamaal Tinsley","20700308","2007-12-11","CLE","IND",1,5,48,113,"Missed Shot",False,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center","LC","24+ ft.","15.9","25.15","25",1,3,0
2008,"2007-08","1610612765","Detroit Pistons","1888","Richard Hamilton","20700310","2007-12-11","MEM","DET",1,5,48,113,"Made Shot",True,"Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.25","0",0,2,0
2008,"2007-08","1610612762","Utah Jazz","101114","Deron Williams","20700312","2007-12-11","UTA","POR",1,5,22,87,"Missed Shot",False,"Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.25","0",0,2,0
2008,"2007-08","1610612759","San Antonio Spurs","2225","Tony Parker","20700313","2007-12-11","GSW","SAS",1,6,9,75,"Made Shot",True,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-1.8","5.75","1",0,2,0
2008,"2007-08","1610612763","Memphis Grizzlies","757","Damon Stoudamire","20700310","2007-12-11","MEM","DET",1,6,2,68,"Made Shot",True,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center","LC","24+ ft.","9.4","27.65","24",1,3,0
2008,"2007-08","1610612746","Los Angeles Clippers","1501","Tim Thomas","20700309","2007-12-11","NJN","LAC",1,5,16,81,"Made Shot",True,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center","RC","16-24 ft.","-7.1","23.95","20",0,2,0
2008,"2007-08","1610612764","Washington Wizards","2052","DeShawn Stevenson","20700306","2007-12-11","WAS","MIN",1,5,54,119,"Made Shot",True,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-2.8","5.75","2",0,2,0
2008,"2007-08","1610612761","Toronto Raptors","1725","Rasho Nesterovic","20700307","2007-12-11","ATL","TOR",1,6,37,103,"Missed Shot",False,"Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.25","0",0,2,0
2008,"2007-08","1610612751","New Jersey Nets","1713","Vince Carter","20700309","2007-12-11","NJN","LAC",1,5,40,105,"Made Shot",True,"Alley Oop Layup shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.25","0",0,2,0
2008,"2007-08","1610612746","Los Angeles Clippers","1501","Tim Thomas","20700309","2007-12-11","NJN","LAC",1,6,4,70,"Made Shot",True,"Jump Shot","3PT Field Goal","Above the Break 3","Center","C","24+ ft.","1","30.45","25",1,3,0
2008,"2007-08","1610612762","Utah Jazz","101114","Deron Williams","20700312","2007-12-11","UTA","POR",1,5,37,102,"Missed Shot",False,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center","C","8-16 ft.","0.2","17.95","12",0,2,0
2008,"2007-08","1610612750","Minnesota Timberwolves","201147","Corey Brewer","20700306","2007-12-11","WAS","MIN",1,6,0,66,"Missed Shot",False,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center","RC","16-24 ft.","-10","20.55","18",0,2,0
2008,"2007-08","1610612751","New Jersey Nets","2210","Richard Jefferson","20700309","2007-12-11","NJN","LAC",1,6,19,85,"Made Shot",True,"Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Left Side","L","8-16 ft.","15.3","5.25","15",0,2,0
2008,"2007-08","1610612737","Atlanta Hawks","201143","Al Horford","20700307","2007-12-11","ATL","TOR",1,6,45,111,"Missed Shot",False,"Jump Shot","2PT Field Goal","Mid-Range","Center","C","16-24 ft.","0.2","22.35","17",0,2,0
2008,"2007-08","1610612757","Portland Trail Blazers","2581","Steve Blake","20700312","2007-12-11","UTA","POR",1,5,43,108,"Missed Shot",False,"Jump Shot","2PT Field Goal","Mid-Range","Left Side","L","8-16 ft.","11.5","7.55","11",0,2,0
2008,"2007-08","1610612760","Seattle SuperSonics","703","Kurt Thomas","20700311","2007-12-11","CHI","SEA",1,5,33,98,"Missed Shot",False,"Jump Shot","2PT Field Goal","Mid-Range","Left Side","L","16-24 ft.","18.1","9.05","18",0,2,0
2008,"2007-08","1610612763","Memphis Grizzlies","200752","Rudy Gay","20700310","2007-12-11","MEM","DET",1,6,28,94,"Missed Shot",False,"Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side Center","RC","16-24 ft.","-14.4","20.05","20",0,2,0
2008,"2007-08","1610612744","Golden State Warriors","101235","Kelenna Azubuike","20700313","2007-12-11","GSW","SAS",1,6,31,97,"Made Shot",True,"Alley Oop Layup shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","-0.6","5.25","0",0,2,0
2008,"2007-08","1610612761","Toronto Raptors","1515","Anthony Parker","20700307","2007-12-11","ATL","TOR",1,7,9,76,"Missed Shot",False,"Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.25","0",0,2,0
2008,"2007-08","1610612765","Detroit Pistons","101131","Jason Maxiell","20700310","2007-12-11","MEM","DET",1,6,44,110,"Made Shot",True,"Slam Dunk Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.25","0",0,2,0
2008,"2007-08","1610612741","Chicago Bulls","1112","Ben Wallace","20700311","2007-12-11","CHI","SEA",1,5,44,109,"Missed Shot",False,"Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.25","0",0,2,0
2008,"2007-08","1610612760","Seattle SuperSonics","2863","Damien Wilkins","20700311","2007-12-11","CHI","SEA",1,5,57,122,"Made Shot",True,"Jump Shot","2PT Field Goal","Mid-Range","Left Side Center","LC","16-24 ft.","8.9","25.45","22",0,2,0
2008,"2007-08","1610612750","Minnesota Timberwolves","200783","Craig Smith","20700306","2007-12-11","WAS","MIN",1,6,41,107,"Missed Shot",False,"Jump Shot","2PT Field Goal","Mid-Range","Right Side","R","16-24 ft.","-17.7","7.05","17",0,2,0
2008,"2007-08","1610612744","Golden State Warriors","1536","Stephen Jackson","20700313","2007-12-11","GSW","SAS",1,6,50,116,"Missed Shot",False,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center","LC","24+ ft.","15.3","26.15","25",1,3,0
2008,"2007-08","1610612737","Atlanta Hawks","2746","Josh Smith","20700307","2007-12-11","ATL","TOR",1,7,17,84,"Missed Shot",False,"Jump Shot","2PT Field Goal","Mid-Range","Center","C","8-16 ft.","-1.1","20.35","15",0,2,0
2008,"2007-08","1610612761","Toronto Raptors","2551","T.J. Ford","20700307","2007-12-11","ATL","TOR",1,7,27,94,"Made Shot",True,"Layup Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0","5.25","0",0,2,0
2008,"2007-08","1610612746","Los Angeles Clippers","2624","Quinton Ross","20700309","2007-12-11","NJN","LAC",1,6,53,119,"Missed Shot",False,"Jump Shot","2PT Field Goal","Mid-Range","Left Side Center","LC","16-24 ft.","11","18.05","16",0,2,0
2008,"2007-08","1610612739","Cleveland Cavaliers","2400","Drew Gooden","20700308","2007-12-11","CLE","IND",1,6,42,108,"Made Shot",True,"Dunk Shot","2PT Field Goal","Restricted Area","Center","C","Less Than 8 ft.","0.6","5.55","0",0,2,0
2008,"2007-08","1610612764","Washington Wizards","2052","DeShawn Stevenson","20700306","2007-12-11","WAS","MIN",1,7,0,67,"Missed Shot",False,"Jump Shot","3PT Field Goal","Above the Break 3","Center","C","24+ ft.","-0.5","29.55","24",1,3,0
2008,"2007-08","1610612759","San Antonio Spurs","2225","Tony Parker","20700313","2007-12-11","GSW","SAS",1,6,56,122,"Missed Shot",False,"Jump Shot","2PT Field Goal","Mid-Range","Left Side Center","LC","16-24 ft.","13.1","16.45","17",0,2,0
